Source,Content,Codes
Hawes-2020-10.1017_s0033291719000278.pdf,"overlapping CU traits
",Independent Variable
Hawes-2020-10.1017_s0033291719000278.pdf,"prosociality constructs
",Dependent Variable
Hawes-2020-10.1017_s0033291719000278.pdf,"(child self-report) of prosocial behaviors using the three items (i.e. ‘I am considerate of others feelings’, ‘I am helpful if someone is hurt or upset’, ‘I offer to help others’) from the youth-report prosocial scale of the SDQ (Goodman, 1997; Goodman and Goodman, 2009) that was assessed as part of the ABCD study (α = 0.60).
",DV Supporting Info
Hawes-2020-10.1017_s0033291719000278.pdf,"Anxiety
",Dependent Variable
Hawes-2020-10.1017_s0033291719000278.pdf,"assessed using the six-item DSM-Oriented ‘Anxiety Problems Scale’ of the CBCL (e.g. ‘nervous’, ‘self-conscious’, and ‘fearful’; α = 0.62).
",DV Supporting Info
Hawes-2020-10.1017_s0033291719000278.pdf,"CP
",Additional Variable
Hawes-2020-10.1017_s0033291719000278.pdf,"Items used to index CU traits were derived from parent-report versions of the CBCL (Achenbach and Edelbrock, 1983) and the SDQ (Goodman, 1997). The CBCL and SDQ are two of the commonly employed measures for assessing emotional and behavioral problems in youth, worldwide; each having been translated into more than 70 languages (De Clercq et al., 2012; Jenkins et al., 2014). Items from these measures were selected into an initial item pool based on their overlap with theoretical conceptualizations of CU traits and the item content of other measures used to assess CU traits in youth (Kimonis et al., 2008; Waller et al., 2015). This process resulted in the inclusion of four items from the CBCL (i.e.
‘lack of guilt after misbehaving’, ‘teases others a lot’, ‘too fearful or anxious’, ‘feels too guilty’) and three items from the prosociality subscale of the SDQ (‘is considerate of others feelings’, ‘is helpful if someone is hurt or upset’, ‘offers to help others’). Items on each of these measures are rated on a 3-point scale ranging from 0 to 2. Two CBCL items (‘too fearful or anxious’, ‘feels too guilty’) and each of the SDQ items was reversed scored so that higher scores on all items were indicative of higher levels of CU traits. Due to each of these seven items exhibiting infrequent endorsement (<3%) of the third category option (i.e. a score of 2), item categories were collapsed into dichotomous scores (i.e. 0–1).
",IV Supporting Info
Hawes-2020-10.1017_s0033291719000278.pdf,"ODD behaviors
",Additional Variable
Hawes-2020-10.1017_s0033291719000278.pdf,"ADHD behaviors
",Additional Variable
Hawes-2020-10.1017_s0033291719000278.pdf,"sex
",Covariate
Hawes-2020-10.1017_s0033291719000278.pdf,"race
",Covariate
Hawes-2020-10.1017_s0033291719000278.pdf,"age
",Covariate
Hawes-2020-10.1017_s0033291719000278.pdf,"MNLFA
",Statistical Model
Hawes-2020-10.1017_s0033291719000278.pdf,"A large and expanding body of literature has established that CU traits delineate a subgroup of youth with severe and recalcitrant forms of AB. In turn, CU traits have become an increasingly important diagnostic marker within clinical settings, highlighting the critical need for reliable measures of CU traits. However, assessments of CU in large-scale longitudinal investigations are notably lacking. The current study addressed this issue by developing a brief scale for assessing CU traits using commonly available measures, among youth taking part in the landmark ABCD study. This measure exhibited strong psychometric properties, independent sample replication, appropriate associations with theoretically relevant outcomes, and substantial overlap with measurement tools commonly used to assess CU traits in youth.
",Findings
Hawes-2020-10.1017_s0033291719000278.pdf,"We used MNLFA to establish whether our measure was commensurate across youth based on sex, race, and age. This is critical because little existing CU traits research has focused on this topic and certainly not in such a large and diverse sample where these types of small/ moderated effects can be well detected. We found that using our brief measure, boys exhibited higher levels of CU traits, on average, than girls.
",Findings
Hawes-2020-10.1017_s0033291719000278.pdf,". However, despite this difference in mean levels of CU traits across sex, there was, overall, little evidence of DIF across the CU traits items examined in this study. That is, our measure of CU traits appeared to be relatively commensurate across boys and girls and youth of different ages and races.
",Findings
Hawes-2020-10.1017_s0033291719000278.pdf,"We found only three instances of DIF, two of which represented instances of uniform DIF based on race. This type of DIF (as opposed to non-uniform DIF) suggests that an item’s intercepts/thresholds function differently between groups of interest. That is, the probability of endorsing an item is greater for one group (e.g. Caucasians) relative to another group (e.g.
African Americans, Hispanics) and this difference remains consistent (i.e. uniform) at all levels of the latent trait (e.g. low CU to high CU). Notably, findings were in opposite directions for the two different item thresholds that demonstrated uniform DIF in this study (i.e. probability of endorsing ‘does not offer to help others’ > among Caucasian youth; probability of endorsing ‘lack of guilt’ > among African American and Hispanic youth).
",Findings
Hawes-2020-10.1017_s0033291719000278.pdf,"It is less clear as to why the single instance of potential item loading (non-uniform) DIF may have occurred between youth in the ‘Caucasian’ and ‘Other’ categories, but not between any other comparisons of race groupings or for any other covariate, for this or any other item.
",Findings
